label,sentence1,sentence2
1,The Nature Conservancy is working on multiple fronts to protect Georgia’s fresh water and ensure the availability of clean water for people and nature.,fresh water
1,"Using guidance from tea experts, I poured fresh water into the kettle (never reuse already boiled water, they say) and brought it to a boil.",fresh water
1,Then top it off daily with more fresh water at least every other day.,fresh water
1,"A rain barrel is an easy way to collect a consistent supply of clean, fresh water for outdoor use to water plants, to wash your car, or to top a swimming pool, all for free.",fresh water
1,"The solvAQUA proprietary process is an effective solution to wastewater management - whether it is water for industrial use, agriculture, and community infrastructure; or it can be for clean, fresh water for reuse.",fresh water
0,"But all the little things that you do on a daily basis, all the work that you put in, is building towards getting back to that stage and understanding—you're living in reality so you know unless you're playing quarterback for the Tampa Bay Bucs right now, there's a fine line between when you're at your peak and when you need to really get the most out of what you got on the court.",fine line
0,"It’s a fine line for a rep knowing when to approach a player about a switch,” said Jacob Davidson, PGA Tour rep for Callaway.",fine line
0,"There’s a fine line between Rahm Emanuel’s exhortation to make sure a crisis “never goes to waste,” and turning a health crisis into a national education emergency, and using children as pawns in a political struggle.",fine line
0,"But it’s a fine line isn’t it, between being grateful and aware of our privilege here, and being complacent.",fine line
0,"As a smaller runner, I have found that there is a fine line between cushioned trainers feeling supportive and feeling overbuilt; the Cumulus 22 walks that line well.",fine line
0,"As we head towards the deadline for taking advantage of the stamp duty holiday, lenders are navigating a fine line between the need for volume and market share versus risk appetite and service.",fine line
1,"The event is a collaborative effort of the Fine Line Creative Arts Center, the St. Charles Arts Council and Water Street Studios and was created in 2018 with the mission of promoting arts and culture in the Fox River Valley.",fine line
1,"Fine Line Homes, a nearly 50-year-old, family-owned company based in Harrisburg, Pennsylvania, has established an office  at 8075 North Point Boulevard, the company’s only office outside of its home state.",fine line
1,"The creation is made to resemble the father-of-one’s new album artwork for ‘Nobody Is Listening’, but in the style of Harry’s ‘Fine Line’.",fine line
1,"Fine Line received generally positive reviews from music critics, particularly towards its production and stylistic influences.",fine line
1,"Fine Line also achieved the largest sales week from a British male artist since Nielsen SoundScan began, and made him the first UK male artist to debut at number one with first two albums.",fine line
1,"Retinol body cream can help improve the evenness of the skin's texture and soften the skin while also reducing the appearance of fine line,"" says Petrillo.",fine line
1,That is having really fine line drawings as final results.,fine line
1,"Light pressure will result in a fine line, whilst pressing down harder will create a thicker line.",fine line
1,She sets her work apart by working mostly in black and grey as she retains the subtle nature through fine line work and dotwork shading.,fine line
1,"And while her tattoo technique is popular among micro tattoos, Karry mostly does larger pieces that aren't as intimidating as other bolder styles due to her signature fine line tattooing.",fine line
1,“Goodtime Charlie’s Tattooland” was the first commercial tattoo shop that was solely dedicated to the first new style of tattooing since the electric tattoo gun was invented – single needle fine line black and grey.,fine line
1,"Recently, fine line tattoos have been increasing in popularity among residents of Toronto, Markham, Mississauga and Kitsilano.",fine line
1,"The Fall Guy can’t seem to stop getting in trouble, whether it be tackling the Christmas tree for its crown or chasing the family dog’s tail.",fall guy
1,"The Fall Guy was full of manly macho bravado, right from the iconic opening lyrics, where Colt gets into full country cowboy mode and laments his status as a Hollywood stuntman.",fall guy
1,I'll admit nostalgia plays a huge part in my fondness for The Fall Guy.,fall guy
1,"""The Fall Guy"" was a guy's show, plain and simple.",fall guy
1,"As readers of James Lasdun's acclaimed fiction can expect, The Fall Guy is a complex moral tale as well as a gripping suspense story, probing questions of guilt and betrayal with ruthless incisiveness. ",fall guy
1,Another exclusive feature of the Fall Guy truck was the addition of a secret compartment that ran along the width of the bed. ,fall guy
0,"Summing up the General Medical Council’s case, Simon Jackson QC said Freeman had “lied at every stage” about ordering 30 sachets of Testogel in 2011 – and then had tried to cover up his “web of deceit” by setting up the former head coach Shane Sutton as “the fall guy”.",fall guy
0,"In the Rebirth Era, Jason Todd's origin received another retcon when it came to the villain responsible for the death of his father, who was working for and became the fall guy for the scam Penguin was running at the time.",fall guy
0,"In truth, Trump was the Leftmedia’s fall guy, the one on whom it could blame everything.",fall guy
0,"Ahmed’s departure will raise questions over whether he was a “fall guy” or potentially even a whistleblower for potential litigation, Syed said.",fall guy
0,"In notes for a media statement he never sent, Singletary wrote he was “made out to be the ‘fall guy,’” as those in City Hall scrambled to save their political careers.",fall guy
0,"On a night when Union Berlin's remarkable season hit new heights, Cedric Teuchert emerged as the hero when he'd looked like being the fall guy.",fall guy
0,"Although he is the 'fall guy' when things don't go the right way, Pastor Hartley has come to depend on Miguel over the years — no matter what goes wrong during rehearsals and concerts, Miguel find's a way to pull it together and make it all work.",fall guy
